class,RP,ST,WCIMD,AR,MS,DS,LD,TLC,MDLC,H1LC,CWC,DA,PA,HTTP or HTTPs,OL,IL,IMGL,Backlinks,Traffic,DSX,SMR,CT,WC,RTS,SDMS,SMU,KWURL,QWURL,KWMD,KWT
A,1,1,21,1199161,84,98,1.5,48,131,40,1155,24,36,1,139,105,6,11,4,14,310258,1,2,1,9,1,1,0,1,1
B,2,3,28,3629815,82,91,4.5,83,163,0,2577,33,36,1,0,0,0,379,0,8,1330271,1,15,1,9,1,1,0,1,1
C,3,3,21,2101,79,76,0.9,65,131,50,2245,91,71,1,220,168,19,331,8515,14,4409,1,21,1,4,1,1,1,1,1
D,4,3,23,6,60,91,0.9,10,145,8,144,96,100,1,66,52,1,122,4,14,5,1,24,0,0,0,1,0,1,1
E,5,3,31,5966,55,98,1.1,62,200,62,2957,60,56,1,191,157,6,38,20,14,7939,1,21,1,2,1,1,0,0,1
F,6,5,30,2101,50,69,2,51,193,31,945,91,71,1,212,167,14,5,30,14,4409,1,21,1,4,1,1,0,0,1
G,7,5,28,86823,45,70,2.2,83,163,56,1082,33,36,1,56,45,2,2,3,8,1330271,1,15,1,5,1,1,0,1,1
H,8,5,9,1174015,41,70,2.3,27,45,33,708,24,28,1,64,47,10,789,16566,14,6606956,1,21,1,2,1,1,0,1,1
I,9,5,27,13,38,100,3.7,22,156,10,8824,98,89,1,1259,1049,8,0,0,40,1,1,28,1,3,1,1,0,1,1
J,10,5,1,31024,36,92,3.7,0,0,0,32,64,59,1,0,0,0,0,0,40,5924,0,21,1,0,0,0,0,0,0
K,91,5,1,4323,30,65,4.5,38,57,0,824,26,26,1,64,48,1,0,6,57,6865441,0,2,0,0,0,1,0,0,0
L,92,5,25,64058,29,68,2.8,41,147,22,1204,82,61,1,174,16111,0,10,0,40,32445,1,2,1,6,1,1,0,0,1
M,93,5,54,219817,29,58,1.4,134,322,67,3957,64,53,1,187,165,8,0,176,40,312309,1,2,1,1,1,1,0,0,1
N,94,5,29,165,25,21,6.3,57,199,18,536,93,77,1,359,336,20,5,0,14,88,1,21,1,3,1,1,0,1,1
O,95,5,66,449,25,46,3.4,95,396,48,837,95,82,1,1,1,0,603,25,14,462,1,21,1,5,1,0,0,1,1
P,96,5,1,351943,19,79,2.4,0,0,0,382,55,46,1,0,0,0,0,7,14,270261,0,21,1,0,0,1,0,1,1
Q,97,5,280,650703,16,82,2.9,185,1792,0,6316,45,38,1,193,151,5,0,16,40,242807,0,21,1,0,0,0,0,1,1
R,98,5,25,47363,15,30,4.8,90,150,0,234,83,52,1,1,0,0,0,0,14,4371,1,21,1,0,0,0,1,0,0
S,99,5,31,852,12,56,1.9,74,172,50,1512,92,70,1,295,258,40,3,0,14,1263,1,15,1,10,1,0,0,0,0
T,100,5,1,705250,6,69,1.8,0,0,0,0,63,53,1,0,0,0,2,14,54,289822,0,21,1,0,0,1,0,0,0
A,1,2,20,342950,97,99,0.8,40,147,0,474,31,36,0,21,21,9,437,1267,24,1392356,0,15,1,0,0,0,0,0,1
B,2,3,21,342950,96,98,1.9,40,154,0,150,31,36,0,25,25,13,86,76,24,1392356,0,15,1,0,0,0,0,0,1
C,3,3,23,83668,94,96,2.4,58,152,58,2458,63,54,1,162,153,3,82,64,14,83605,0,15,1,4,1,1,1,1,1
D,4,3,42,619,93,44,2.4,41,292,22,1204,93,75,1,174,16111,0,73,6523,14,34,1,2,1,6,1,1,0,1,1
E,5,3,25,143431,89,57,2.6,39,158,20,846,71,59,1,129,1012,0,30,624,40,87785,1,2,1,4,1,1,0,0,1
F,6,2,29,342950,77,92,2.6,40,161,0,474,31,36,0,21,21,9,1267,12405,24,1392356,0,15,1,0,0,0,0,0,1
G,7,5,25,342950,74,100,2.7,40,145,0,150,31,36,0,25,25,13,9,408,24,1392356,0,15,1,0,0,0,0,0,1
H,8,5,24,342950,65,94,2.7,40,158,0,174,31,36,0,29,29,17,2,188,24,1392356,0,15,1,0,0,0,0,1,1
I,9,5,28,166077,99,95,2.7,28,167,0,315,43,49,0,142,136,33,40,4280,24,496818,0,19,1,0,0,0,0,1,1
J,10,5,19,166077,54,96,2.7,28,155,0,315,43,49,0,142,136,33,68,2544,24,496818,0,15,1,0,0,0,0,1,0
K,91,5,25,7226,38,76,2.7,27,166,0,18,45,50,1,0,0,0,1,0,24,321156,0,15,1,0,0,1,0,1,1
L,92,5,1,1926,38,43,3,45,0,0,863,66,41,0,0,0,0,271,2820,24,25669,1,15,1,0,0,0,0,1,1
M,93,5,10,101960,31,33,3.6,29,68,11,278,55,53,1,74,73,9,0,0,24,10282,0,15,1,0,0,1,0,0,1
N,94,5,3,2436,26,42,3.7,33,33,0,234,57,40,0,0,0,0,0,6,24,27953,0,15,1,0,0,1,0,0,0
O,95,5,28,2192,24,36,8.2,78,221,47,2070,90,66,1,174,157,8,168,2,14,3872,1,2,1,1,1,1,0,1,1
P,96,5,31,5156,24,62,3,42,199,25,3157,85,61,1,384,344,27,5,2,14,14017,1,15,1,8,1,1,0,0,1
Q,97,5,1,441282,22,67,2.2,116,0,0,914,48,45,1,103,89,10,208,261,24,702246,0,15,1,0,0,1,0,1,1
R,98,5,1,52770,19,92,1.6,24,0,0,381,69,62,1,62,59,2,0,13,24,2912,0,15,1,0,0,1,0,1,1
S,99,5,28,5398,7,23,1.5,77,168,0,5675,86,61,1,0,0,0,0,0,14,9703,0,21,1,0,0,1,0,0,1
T,100,5,22,555583,7,76,5.6,88,165,0,2092,26,33,1,0,0,0,1,35,26,1110028,1,21,1,0,0,1,0,1,1
A,1,5,21,75676,99,85,0.7,93,138,91,1504,74,59,1,117,69,20,13,5,14,32084,1,21,1,12,1,1,1,1,1
B,2,1,25,243542,87,78,0.7,101,164,71,1677,44,39,1,64,57,2,0,0,14,80553,1,21,1,6,1,1,1,1,1
C,3,3,20,3074478,71,68,0.9,63,130,55,1091,24,46,1,178,140,16,6,27,14,2753097,1,21,1,7,1,1,1,1,1
D,4,3,26,285,67,66,1.2,74,211,58,1319,71,59,1,233,223,5,22,96,40,947,1,21,1,2,1,1,0,0,1
E,5,3,1,2913,65,88,1.2,17,0,0,544,92,56,0,0,0,0,24,0,17,2610,0,7,1,0,0,0,0,0,0
F,6,2,24,355,49,40,1.5,76,157,0,9,93,77,1,6,1,0,0,7,14,54,1,18,0,0,0,1,1,1,1
G,7,2,23,8024,31,100,1.8,81,72,67,606,52,51,1,143,137,2,0,1,14,15195,1,9,1,6,1,1,1,1,1
H,8,5,24,355,31,10,1.8,100,157,0,9,93,77,1,6,1,0,5,15,14,54,1,18,0,0,0,1,1,1,1
I,9,5,24,355,29,44,1.8,100,157,0,9,93,77,1,6,1,0,35009,15416,14,54,1,18,0,0,0,0,1,1,0
J,10,5,24,13,24,100,2.4,29,164,17,18206,98,89,1,2448,1943,14,2772,4255,40,1,1,28,1,3,1,0,0,1,0
K,91,5,39,12877,23,64,2.4,54,258,15,1842,55,49,1,154,129,48,0,5,14,7296,1,21,1,1,1,1,0,1,1
L,92,5,4,3179273,97,100,6,22,25,33,13206,36,27,0,100,84,3,782,32,14,4480344,0,13,1,0,0,0,0,0,1
M,93,5,14,7138,19,64,2.2,51,74,33,758,68,50,1,113,87,0,3,111,14,10022,1,21,1,7,1,0,0,0,0
N,94,5,17,33192,18,87,1.5,61,108,38,1878,72,46,1,54,39,2,34,3,17,5591,0,7,1,10,1,1,0,1,1
O,95,5,34,15695,18,35,3,54,205,61,1136,68,63,1,204,183,16,31,443,40,6751,1,2,1,4,1,1,1,1,1
P,96,5,23,56358,17,91,2.9,53,133,28,2204,55,53,1,380,364,3,10,5,13,64962,1,21,1,10,1,1,0,1,1
Q,97,5,16,193987,17,43,3.7,66,110,0,3747,67,58,1,0,0,0,79,4,40,21473,0,9,1,0,0,1,0,1,1
R,98,5,10,2584,16,34,3.4,114,59,73,3291,93,77,1,113,97,7,174,21,14,3866,1,21,1,10,1,0,1,0,0
S,99,5,20,2564,15,58,3.1,41,147,25,1286,92,65,1,240,166,0,12,125,14,645,1,9,1,4,1,0,1,0,0
T,100,5,4,9203,10,54,1.2,60,33,47,4843,70,62,1,115,66,5,34,4,14,5747,0,21,1,0,0,0,0,0,0
A,1,1,28,166077,76,99,0.8,28,167,0,315,43,49,0,142,136,33,176,4280,24,496818,0,19,1,0,0,1,0,1,0
B,2,5,27,5852,100,94,1,65,151,65,7993,72,53,1,361,245,123,40,9,41,29822,1,21,1,7,1,1,1,1,1
C,3,5,23,2203401,95,93,1.2,29,162,8,2033,8,18,1,144,125,15,35,0,14,2308664,0,13,1,0,0,0,0,1,1
D,4,5,25,2203401,86,74,1.5,29,165,8,2033,8,18,1,144,125,15,30,731,14,2308664,0,13,1,0,0,0,0,0,0
E,5,3,25,2203401,85,74,1.6,29,165,8,2033,8,18,1,144,125,15,1,64,14,2308664,0,13,1,0,0,0,0,0,0
F,6,3,23,83668,82,94,1.6,58,152,58,2458,63,54,1,162,153,3,0,20,14,83605,0,21,1,4,1,1,1,1,1
G,7,3,25,52505,77,93,1.6,40,153,0,6950,61,55,1,1,1,0,86,76,14,5605,1,14,1,0,0,1,0,1,1
H,8,3,21,342950,75,97,2,40,153,0,150,31,36,0,25,25,13,0,0,24,1392356,0,15,1,0,0,0,0,0,1
I,9,5,27,36778,70,93,2.1,84,154,65,4605,77,53,1,217,207,37,1267,12405,41,175080,1,15,1,3,1,1,1,1,1
J,10,5,29,342950,70,91,2.1,40,162,0,150,31,36,0,25,25,13,0,1,24,1392356,0,15,1,0,0,0,0,0,1
K,91,5,68,43329,67,97,2.3,45,519,34,11217,69,54,1,498,336,3,1,0,40,31083,1,21,1,0,0,0,0,0,0
L,92,5,4,9910996,62,93,2.3,33,33,0,963,8,14,1,61,60,2,1964,0,14,2544199,0,21,1,0,0,1,0,1,1
M,93,5,25,2996,41,50,2.9,56,169,5,1179,69,53,1,208,196,38,55,83,53,41893,0,15,0,0,0,0,0,0,1
N,94,5,18,2474,29,98,5.2,43,139,33,2043,92,78,1,121,101,3,64,0,24,244,1,15,1,4,1,0,0,1,0
O,95,5,19,4612324,29,96,0.6,4,161,0,4190,12,28,1,46,43,9,4,16,40,8600089,0,21,1,0,0,0,0,0,0
P,96,5,1,1691,22,93,0.9,44,0,0,9823,84,65,0,76,59,35,12,0,10,10949,1,21,0,0,0,0,0,0,0
Q,97,5,1,6739888,99,100,0.3,0,0,0,10153,25,30,0,0,0,0,0,0,14,7255129,0,14,1,0,0,0,0,0,0
R,98,5,22,81420,21,96,3.8,36,161,9,921,50,36,1,147,123,0,3,2,17,399075,0,7,1,0,0,1,0,0,0
S,99,5,29,10676,14,78,1.4,48,155,34,1753,71,62,1,269,264,2,4,2,14,26228,0,21,1,0,0,1,0,1,1
T,100,5,8,4042,20,78,1.6,22,43,13,2999,91,73,1,578,560,12,2811,1418,24,511,1,15,1,6,1,0,0,0,0
A,1,1,25,15348,87,97,1,36,119,0,2613,88,64,1,1,1,0,698,103,14,17901,1,21,1,0,0,1,1,1,1
B,2,5,39,5239,74,89,1.1,65,246,40,3289,90,68,1,410,348,15,113,1,14,8698,0,21,1,0,0,1,0,1,1
C,3,5,22,264616,73,89,1.2,16,147,0,643,21,31,0,0,0,0,91,27,26,935616,0,21,1,0,0,1,0,0,1
D,4,5,27,9972,68,73,1.2,78,188,27,5654,87,54,1,152,130,16,82,1045,26,11306,0,21,1,1,1,1,1,0,1
E,5,5,11,26437,68,69,1.6,34,62,34,2595,83,62,1,348,273,13,5,529,14,43742,1,21,1,6,1,1,1,1,1
F,6,5,10,53162,65,97,1.7,10,55,10,905,84,64,1,210,203,27,0,5506,28,24549,1,21,1,2,1,1,0,1,1
G,7,5,21,2101,59,34,1.9,65,131,50,2245,91,71,1,220,168,19,379,8515,14,4409,1,21,1,4,1,1,1,1,1
H,8,3,23,83668,46,95,2,58,152,58,2458,63,54,1,162,153,3,30,64,14,83605,0,21,1,4,1,1,1,1,1
I,9,3,25,52505,43,95,2.6,40,153,0,2253,61,55,1,1,1,0,0,20,14,5605,1,14,1,0,0,1,0,1,1
J,10,3,27,3579149,41,80,4.5,81,146,46,1413,26,35,1,82,70,4,12,193,14,985436,1,2,1,8,1,1,1,0,1
K,91,5,34,47562,40,65,5.2,79,276,46,853,57,55,1,160,125,19,75,601,24,137836,0,15,1,0,0,1,0,0,1
L,92,5,144,1612,33,88,5.2,41,814,27,385,88,63,1,87,71,3,8,228,24,3519,1,15,1,0,0,1,0,1,1
M,93,5,24,30204,25,95,1.4,38,157,22,2068,86,65,1,201,142,27,48,0,14,221203,1,15,1,5,1,1,0,1,1
N,94,5,23,28919,23,86,1.9,62,151,37,2284,74,60,1,151,145,8,228,2143,14,28173,1,2,1,0,0,0,1,1,1
O,95,5,3,454541,22,80,4.5,29,29,0,643,33,47,0,0,0,0,42,301,24,559272,0,15,1,0,0,1,0,1,1
P,96,5,23,511672,18,94,2.9,85,124,67,2992,55,41,1,198,181,26,92,216,14,494162,1,21,1,1,1,1,1,1,1
Q,97,5,30,13935,17,84,2.3,72,188,0,2303,67,58,1,204,194,24,4,0,14,24015,1,2,1,6,1,1,0,0,1
R,98,5,14,1914,13,71,1.9,57,73,57,1385,92,74,1,150,119,9,138,0,14,1226,1,25,1,3,1,0,0,0,1
S,99,5,24,1813802,13,58,4.5,53,141,53,3341,28,29,1,114,80,5,131,0,35,1004147,1,2,1,7,1,1,0,1,1
T,100,5,26,1348799,38,51,3.1,69,170,60,6582,25,32,1,525,139,18,200,379,14,3201777,1,2,1,6,1,0,1,0,1
A,1,5,38,23640,97,51,1.5,81,230,54,1607,68,44,1,146,119,22,120,198,40,33193,1,21,1,1,1,1,1,1,1
B,2,1,11,26437,94,38,0.9,34,62,34,2595,83,62,1,348,273,13,119,529,14,43742,1,15,1,6,1,1,1,1,1
C,3,3,27,3579149,78,80,1,81,146,46,1413,26,35,1,82,70,4,113,193,14,985436,1,14,1,8,1,1,1,0,1
D,4,3,23,83668,74,93,1,58,152,58,2458,63,54,1,162,153,3,91,64,14,83605,0,21,1,4,1,1,1,1,1
E,5,3,22,49053,65,99,1.2,48,164,19,160,76,58,1,29,26,1,46,2023,24,20682,1,15,1,0,0,1,0,0,1
F,6,3,31,1854,48,62,1.3,42,199,42,1209,60,57,1,296,287,7,46,505,14,2021,1,21,1,6,1,1,1,1,1
G,7,2,1,9872,41,95,1.4,17,39,11,472,91,73,1,161,148,10,40,1196,24,1225,1,15,1,1,1,1,0,0,0
H,8,5,38,23640,40,55,1.6,81,230,54,1607,68,44,1,146,119,22,30,198,40,33193,1,15,1,1,1,1,1,1,1
I,9,5,23,9972,36,88,1.7,78,188,27,5654,87,54,1,152,130,16,24,1045,14,11306,0,21,1,1,1,1,1,0,1
J,10,5,9,89647,29,65,2,64,41,46,1686,68,54,1,166,96,22,23,1121,14,260613,1,21,1,0,0,1,1,0,1
K,91,5,1,7263,100,99,2.1,17,0,0,686,64,52,1,87,87,0,12,104,40,32568,0,21,1,0,0,1,0,1,1
L,92,5,3,63241,21,95,2.2,542,14,0,0,57,39,1,0,0,0,11,10,26,206289,0,15,1,0,0,1,0,0,1
M,93,5,20,242,21,45,2.7,92,14,73,1885,94,78,1,232,112,18,0,0,14,60,1,15,1,7,1,1,1,0,1
N,94,5,31,6077,16,32,2.7,95,111,77,915,90,70,1,262,234,24,3,0,13,4572,1,15,1,0,0,1,0,1,1
O,95,5,22,1854,16,60,3,42,199,42,1209,60,57,1,296,287,7,56,29,14,2021,1,21,1,6,1,1,1,1,1
P,96,5,1,163382,15,56,3.7,0,0,0,0,64,49,1,0,0,0,9,2,24,200322,0,15,1,0,0,1,0,0,0
Q,97,5,23,444732,15,31,4.5,63,144,51,6532,65,53,1,137,66,8,2,179,40,90189,0,21,1,0,0,1,0,1,1
R,98,5,29,351943,14,88,4.5,83,146,66,3135,55,46,1,1,0,10,189,105,14,270261,1,14,1,10,1,1,0,0,1
S,99,5,23,11449,8,56,3,70,154,0,0,87,64,1,0,0,0,211,0,40,18568,0,14,1,0,0,0,0,0,1
T,100,5,47,45849,7,100,0.5,64,279,64,4284,58,49,1,278,261,6,3,0,35,27264,1,14,1,9,1,1,0,1,1
A,1,1,25,8522796,100,73,3,35,162,0,853,3,8,0,72,67,9,3,85,17,42691573,0,7,1,0,0,0,0,1,1
B,2,4,41,47614,83,67,1.5,40,278,0,234,39,43,0,1,1,0,55186,274544,17,480674,0,7,1,0,0,0,0,1,0
C,3,4,35,24707,71,54,0.5,55,242,55,1340,26,48,1,234,228,12,0,0,17,71072,1,7,1,0,0,1,0,1,1
D,4,5,44,24707,61,32,0.9,46,288,46,1739,26,48,1,239,233,12,0,0,17,71072,1,7,1,0,0,1,0,1,1
E,5,5,30,13,53,99,0.9,47,167,35,3604,98,89,1,1043,0,8,125,898,40,1,1,28,1,3,1,0,1,0,0
F,6,5,22,13,50,100,1.1,44,162,32,4067,98,89,1,1308,1242,12,776,1296,40,1,1,28,1,3,1,0,1,0,0
G,7,5,13,2,44,12,2,60,160,0,40,100,100,1,37,28,0,25,8,14,3,1,27,1,5,1,0,0,0,0
H,8,5,22,144390,37,89,2.7,36,157,36,4150,33,50,1,188,122,24,2,219,17,419159,0,7,1,0,0,0,0,0,0
I,9,5,21,89171,36,79,2.8,63,155,34,7564,40,39,1,781,742,7,692,141,14,122401,1,7,1,1,1,0,0,0,0
J,10,5,24,160379,35,65,2.9,70,157,0,1007,40,39,1,336,233,15,12,961,14,104292,1,10,1,0,0,0,0,0,0
K,91,5,25,244051,32,81,2.9,38,149,17,1753,47,54,1,230,219,6,111,41,17,52355,1,7,1,0,0,0,0,0,0
L,92,5,24,4663,25,39,3.7,76,136,62,3293,47,45,1,324,301,17,82,2605,14,27335,1,7,1,10,1,0,0,0,0
M,93,5,12,293,19,50,4.6,43,88,51,3253,93,69,1,1,1,15,1827,151,14,298,1,7,1,0,0,0,0,0,0
N,94,5,13,54331,17,37,5.2,23,109,0,765,58,54,1,1,1,0,337432,39917,17,86278,1,7,1,0,0,0,0,0,0
O,95,5,5,17925,14,60,6.5,69,268,48,8382,58,57,1,892,843,4,138,113,11,30682,1,11,1,0,0,0,0,0,0
P,96,5,107,212999,97,100,7.2,54,887,28,4850,41,41,1,1282,100,2,7565,1465,14,549349,1,13,1,0,0,0,0,0,0
Q,97,5,20,276,12,64,1,119,162,103,579,93,77,1,48,25,5,42,1,14,178,1,7,0,0,0,0,0,0,0
R,98,5,27,1534,11,22,2.2,192,200,154,9460,90,67,1,512,376,47,2,0,14,1981,0,13,1,0,0,0,0,0,0
S,99,5,25,292832,7,86,2,52,142,4,2585,43,41,1,174,117,17,1197,570,17,37196,1,7,1,4,1,0,1,0,0
T,100,5,1,162413,4,79,1.7,42,0,0,67,37,44,0,1,1,0,4094,49543,17,298981,0,7,1,0,0,0,0,0,0
A,1,1,18,2961782,45,85,2.8,46,113,34,1382,63,33,1,97,79,2,8,10,14,24366,0,21,1,0,0,1,0,1,1
B,2,3,24,94896,85,50,1.5,44,214,38,6605,63,54,1,156,143,4,0,0,35,17201,1,21,1,3,1,1,0,1,1
C,3,3,23,204060,77,22,0.8,56,150,0,1018,39,30,1,1,1,5,7,2,14,308196,1,21,1,0,0,1,1,1,1
D,4,3,26,129,69,89,1.1,80,409,9,7404,95,80,1,184,172,6,133,386,24,38,1,7,1,1,1,0,0,1,1
E,5,3,35,3780468,68,61,1.3,116,250,48,3162,33,35,1,181,146,14,37,24,14,376036,1,21,1,4,1,0,0,0,0
F,6,5,25,417285,55,34,1.4,74,145,62,2608,59,41,1,106,78,4,20,166,14,89097,1,7,1,8,1,0,0,0,0
G,7,5,1,7285,51,60,1.7,53,123,0,435,89,70,1,0,0,0,0,0,40,14432,0,21,1,0,0,0,0,0,1
H,8,5,26,129,46,88,1.7,80,409,9,7404,95,80,1,184,172,6,2,20,24,38,1,7,1,1,1,0,0,1,1
I,9,5,25,1072516,45,55,1.8,55,146,55,890,30,23,1,67,52,10,7,2,55,214063,1,21,1,0,0,1,0,1,1
J,10,5,20,107037,42,68,1.9,73,156,0,2367,48,39,1,0,0,0,8,40,14,24671,1,21,1,0,0,1,0,1,1
K,91,5,25,45086,39,78,2,59,156,37,1757,59,53,1,324,309,2,21,101,24,35953,0,7,1,0,0,0,0,0,1
L,92,5,23,814858,33,99,2.3,52,145,59,3925,37,39,1,54,35,7,2,1,14,824300,0,7,1,0,0,0,0,0,0
M,93,5,27,8540,33,94,2.4,66,165,0,0,85,64,1,0,0,0,30649,0,40,11777,0,21,0,0,0,0,0,1,0
N,94,5,21,28469,17,76,2.5,86,133,55,1907,65,33,1,73,67,5,249,239,24,17438,0,7,1,0,0,0,0,0,0
O,95,5,21,214851,17,96,3.4,74,171,18,1115,50,40,0,69,51,10,603,5611,14,177071,0,11,1,1,1,1,0,1,1
P,96,5,24,213833,12,20,3.6,89,144,51,6101,47,45,1,212,161,37,4,2,40,26037,1,21,1,10,1,1,1,1,1
Q,97,5,92,190465,12,38,3.6,91,562,71,2008,47,48,1,406,378,19,77,211,14,113393,1,21,1,1,1,0,1,0,0
R,98,5,27,12030,9,72,5.2,43,165,20,1068,85,71,1,286,283,4,2,21,24,1764,1,15,1,1,1,0,0,0,0
S,99,5,28,72,7,24,6,46,164,0,23443,13,15,1,0,0,0,0,0,14,518423,0,21,1,0,0,0,0,1,1
T,100,5,24,284877,100,97,7.9,54,158,54,1077,39,34,1,1,1,6,4,2,35,408367,1,7,1,0,0,1,0,1,1
A,1,1,13,22584,100,99,0.8,27,86,27,1614,73,61,1,72,64,0,65,501,14,17693,1,7,1,0,0,1,1,1,1
B,2,4,21,13,84,99,1,29,165,17,1562,98,89,1,1821,1414,4,894,525,40,1,1,28,1,3,1,1,0,1,1
C,3,3,21,338765,81,75,1.3,61,155,37,1022,45,44,1,195,184,7,25,372,14,151058,1,21,1,15,1,1,0,1,1
D,4,3,22,3861514,46,65,1.5,55,139,28,937,18,36,1,56,47,6,28,18,14,1937077,1,21,1,10,1,0,0,1,0
E,5,3,26,453314,35,64,1.6,52,153,36,3281,18,24,1,161,149,24,6,116,14,434921,1,21,1,15,1,1,0,0,1
F,6,5,8,800,30,46,1.7,33,158,27,1300,93,78,1,98,85,1,16,246,14,1625,1,19,1,5,1,1,0,1,1
G,7,2,7,210447,28,66,1.7,53,53,39,812,40,43,1,256,209,46,5,160,14,50061,1,21,1,0,0,1,1,1,1
H,8,5,3,3386,26,92,1.8,29,29,29,1400,91,51,1,83,77,1,5,73,17,2690,0,7,1,0,0,1,0,1,1
I,9,5,20,338765,21,72,2.2,61,155,37,1022,45,44,1,195,184,7,56,141,14,151058,1,21,1,15,1,1,0,1,1
J,10,5,21,481,98,100,2.3,17,169,22,244,93,78,1,8,8,0,10,5,17,537,0,7,1,0,0,0,0,1,1
K,91,5,100,96725,18,67,2.4,70,756,9,1379,63,50,1,86,85,4,13,1,24,33174,0,15,1,0,0,1,0,1,1
L,92,5,9,3486,15,18,2.4,44,59,35,1638,87,73,1,279,265,10,9,1,14,8493,0,21,1,0,0,0,0,0,0
M,93,5,35,247,14,50,2.4,74,239,0,1774,92,76,1,159,122,9,14,4,40,2514,1,7,1,7,1,1,0,1,1
N,94,5,24,66061,13,79,2.6,64,151,54,3515,77,51,1,288,196,74,0,18,14,49046,1,21,1,0,0,0,0,1,0
O,95,5,6,0,11,78,2.9,88,58,0,3,13,29,1,240,234,5,0,1,40,1004771,0,21,1,0,0,1,0,0,1
P,96,5,46,510830,9,52,4,43,275,0,441,45,44,1,388,372,5,1,0,14,154411,0,21,1,0,0,1,0,0,1
Q,97,5,6,100,8,12,4.2,0,56,0,657,91,56,1,0,0,0,21,312,14,1360,0,21,1,0,0,1,0,0,0
R,98,5,21,55621,6,37,1.8,42,163,0,9786,76,64,1,363,322,0,2,0,17,31071,1,7,1,0,0,1,0,0,1
S,99,5,28,71217,6,83,3.4,61,164,0,4948,66,51,1,47,45,1,28,0,14,39247,0,21,1,0,0,1,0,1,1
T,100,5,13,13615,5,65,1.5,60,82,0,4,70,58,1,394,383,79,1,0,14,5502,1,21,1,0,0,1,0,1,1
A,1,1,26,285,89,71,1.1,47,211,31,2175,71,59,1,232,222,4,42,497,40,947,1,21,1,2,1,1,0,1,1
B,2,5,22,211564,77,68,1.6,44,129,44,2598,33,37,1,110,79,9,123,1232,14,416035,1,21,1,7,1,1,0,1,1
C,3,5,29,32482,69,64,2.4,66,181,56,548,81,63,1,30,27,1,6,288,14,9885,1,21,1,1,1,1,0,1,1
D,4,5,24,315782,66,47,2.7,58,182,25,749,34,39,1,133,114,17,32,137,14,604226,1,21,1,0,0,1,0,1,1
E,5,5,22,1854,47,45,3,51,135,51,1188,60,57,1,265,258,3,79,682,14,2021,1,21,1,6,1,1,0,0,1
F,6,5,24,73582,42,45,3.8,58,157,66,5164,51,48,1,321,295,19,75,597,14,87917,1,21,1,6,1,1,0,1,1
G,7,5,34,2713,40,35,4.7,57,181,57,3001,90,62,1,180,127,6,124,582,14,804,1,21,1,6,1,1,1,1,1
H,8,5,21,8614,39,80,5,62,157,38,1494,80,52,1,65,50,3,93,42,17,2728,1,7,1,0,0,0,1,0,1
I,9,5,22,792270,32,83,1.7,73,156,49,1783,8,11,1,123,100,16,29,208,14,719577,1,21,1,7,1,1,1,1,1
J,10,2,0,1,94,100,1.6,29,0,17,4860,98,56,1,383,316,19,839,1042,40,21,1,28,1,3,1,1,0,0,1
K,91,5,45,225668,30,82,3.8,103,331,56,5709,64,52,1,193,169,35,264,120,14,379400,1,21,1,5,1,1,0,1,1
L,92,5,19,0,28,66,3,80,128,4,718,10,17,1,76,66,0,209,16,14,11545524,1,21,1,6,1,0,0,0,0
M,93,5,28,43766,26,61,1.9,44,185,44,4354,59,55,1,171,145,7,3,8,14,28112,1,21,1,0,0,1,0,1,1
N,94,5,9,1914,23,71,1.7,48,52,48,1491,92,74,1,136,112,9,214,0,14,1226,1,25,1,3,1,0,0,0,1
O,95,5,21,389,21,96,1.2,42,131,25,1036,91,59,1,99,93,5,2,7,14,133,1,21,1,0,0,1,1,0,1
P,96,5,21,114357,21,86,1.5,82,142,58,1333,75,54,1,134,114,0,108,62,14,53124,1,21,1,9,1,1,1,1,1
Q,97,5,20,28790,19,91,1.4,54,148,0,618,82,66,1,1,1,0,9,4,14,4306,1,21,1,0,0,1,0,1,1
R,98,5,23,175,18,77,5.1,52,156,37,1313,93,88,1,314,281,20,134,2,14,1093,1,21,1,6,1,1,0,1,1
S,99,5,22,708,16,95,0.9,61,146,52,1087,94,77,1,68,68,1,1,4,24,1745,1,15,1,8,1,1,0,1,1
T,100,5,23,468509,9,98,1.2,62,159,0,0,40,39,1,0,0,0,10,77,14,1044987,0,13,1,0,0,0,0,1,1
A,1,1,19,3526,97,77,1.1,63,112,56,2535,92,70,1,550,533,10,87,468,40,381,1,21,1,3,1,1,0,1,1
B,2,3,27,720,87,75,1.3,50,141,0,30,93,74,1,0,0,0,67,190,14,67,0,15,1,0,0,1,1,1,1
C,3,3,27,1415,67,66,1.7,91,157,77,998,88,63,1,186,79,54,10,8,14,285,1,15,1,6,1,1,0,1,1
D,4,3,9,170,65,38,1.9,45,47,0,1350,94,78,1,1,1,0,281,0,14,70,1,15,1,0,0,1,1,1,1
E,5,3,23,2275,45,22,2.2,86,135,0,1236,91,73,1,0,0,0,254,1776,14,844,1,21,1,0,0,0,0,0,0
F,6,3,26,66783,37,92,2.2,83,156,73,1221,42,42,1,81,66,4,28,4460,14,72639,1,21,1,0,0,0,1,0,0
G,7,5,30,28588,36,27,2.5,66,155,0,8278,59,39,1,1,1,0,0,85,14,15847,1,21,1,0,0,1,1,1,1
H,8,5,19,402,26,86,2.9,63,126,64,836,94,80,1,179,75,0,56,192,14,58,1,21,1,0,0,0,1,1,0
